epoch,accuracy,loss,rmse,val_accuracy,val_loss,val_rmse
0,0.3400000035762787,45.47639083862305,1.4620999097824097,0.33000001311302185,42.6863899230957,0.5476370453834534
1,0.33666667342185974,40.415279388427734,1.5069475173950195,0.33000001311302185,38.05108642578125,0.5389975905418396
2,0.3616666793823242,36.11781311035156,1.5959241390228271,0.33000001311302185,34.136905670166016,0.5242966413497925
3,0.33666667342185974,32.51449203491211,1.623013973236084,0.38999998569488525,30.846603393554688,0.5113673210144043
4,0.4266666769981384,29.468896865844727,1.6091113090515137,0.38999998569488525,28.06982421875,0.4878826141357422
5,0.3683333396911621,26.910564422607422,1.621662974357605,0.38999998569488525,25.729978561401367,0.4679914712905884
6,0.39500001072883606,24.749916076660156,1.7476959228515625,0.38999998569488525,23.751510620117188,0.4458610713481903
7,0.40666666626930237,22.920616149902344,1.6565518379211426,0.38999998569488525,22.07382583618164,0.42095762491226196
8,0.41499999165534973,21.378124237060547,1.6672394275665283,0.38999998569488525,20.64813804626465,0.398818701505661
9,0.47833332419395447,20.050539016723633,1.6221684217453003,0.38999998569488525,19.426218032836914,0.36358967423439026
10,0.4333333373069763,18.927654266357422,1.600076675415039,0.38999998569488525,18.3815860748291,0.3353021740913391
11,0.4183333218097687,17.961179733276367,1.582034707069397,0.38999998569488525,17.488161087036133,0.3297783136367798
12,0.476666659116745,17.121030807495117,1.5668489933013916,0.38999998569488525,16.71055793762207,0.31863388419151306
13,0.5099999904632568,16.391185760498047,1.6077282428741455,0.38999998569488525,16.026317596435547,0.29502421617507935
14,0.503333330154419,15.748943328857422,1.5800381898880005,0.38999998569488525,15.426525115966797,0.28774404525756836
15,0.4566666781902313,15.179542541503906,1.5292928218841553,0.38999998569488525,14.89037799835205,0.2741907238960266
16,0.5216666460037231,14.66964054107666,1.5564206838607788,0.38999998569488525,14.407478332519531,0.2595980167388916
17,0.5666666626930237,14.210962295532227,1.5119436979293823,0.38999998569488525,13.97021484375,0.25418442487716675
18,0.5583333373069763,13.788497924804688,1.5132489204406738,0.38999998569488525,13.569619178771973,0.25530344247817993
19,0.5583333373069763,13.398340225219727,1.4109692573547363,0.38999998569488525,13.196263313293457,0.24839529395103455
20,0.5766666531562805,13.037127494812012,1.4009367227554321,0.38999998569488525,12.847240447998047,0.24470803141593933
21,0.5683333277702332,12.696732521057129,1.3553448915481567,0.38999998569488525,12.51799201965332,0.24135145545005798
22,0.5733333230018616,12.372509002685547,1.3094046115875244,0.38999998569488525,12.20763874053955,0.25454002618789673
23,0.5849999785423279,12.068779945373535,1.27475905418396,0.38999998569488525,11.90620231628418,0.24705757200717926
24,0.57833331823349,11.771352767944336,1.2673307657241821,0.38999998569488525,11.616838455200195,0.24372579157352448
25,0.6050000190734863,11.485906600952148,1.2187039852142334,0.4099999964237213,11.338661193847656,0.24814382195472717
26,0.6083333492279053,11.208788871765137,1.2591501474380493,0.4300000071525574,11.065720558166504,0.23922859132289886
27,0.6200000047683716,10.93975830078125,1.1905144453048706,0.4099999964237213,10.801363945007324,0.23945416510105133
